emp_length_int,home_ownership,income_category,annual_inc,loan_amount,term,purpose,interest_payments,interest_rate,grade,dti,installment,region
10,MORTGAGE,Low,90000,25000, 60 months,debt_consolidation,Low,11.86,B,11.39,554.35,leinster
10,MORTGAGE,Medium,101568,5000, 60 months,home_improvement,Low,11.86,B,1.16,110.87,ulster
6,RENT,Low,50000,8000, 36 months,debt_consolidation,High,15.21,D,14.54,278.15,ulster
10,OWN,Low,56000,12000, 36 months,debt_consolidation,High,14.72,C,14.59,414.35,cannught
4,MORTGAGE,Low,53004,22750, 60 months,debt_consolidation,High,16.82,E,19.81,450.56,leinster
0.5,RENT,Low,48000,6000, 36 months,other,Low,7.88,A,17.95,187.69,leinster
10,MORTGAGE,Medium,125000,25000, 60 months,small_business,Low,11.49,B,11.37,367.75,cannught
8,RENT,Low,48000,15000, 36 months,debt_consolidation,High,13.98,C,14.18,512.52,munster
1,RENT,Low,68500,25000, 60 months,major_purchase,Low,13.23,C,4.08,375.66,Northern-Irl
10,RENT,Low,48000,3000, 36 months,major_purchase,Low,7.51,A,10.55,93.34,Northern-Irl
8,MORTGAGE,Medium,152004,5800, 36 months,major_purchase,Low,7.88,A,11.52,181.44,Northern-Irl
10,MORTGAGE,Medium,140000,12000, 36 months,debt_consolidation,High,15.21,D,10.66,417.22,ulster
4,RENT,Low,46000,9000, 36 months,debt_consolidation,Low,7.14,A,22.7,278.48,Northern-Irl
10,MORTGAGE,Low,99600,5700, 60 months,car,Low,10.38,B,9.04,122.18,ulster
1,MORTGAGE,Low,78000,4600, 60 months,car,Low,7.88,A,20.98,93.01,Northern-Irl
6.05,RENT,Low,63600,25000, 60 months,credit_card,High,19.04,F,8.23,418.65,ulster
0.5,RENT,Low,52320,16000, 60 months,debt_consolidation,High,17.56,E,16.28,258.47,ulster
5,RENT,Low,30960,5000, 36 months,debt_consolidation,Low,11.49,B,18.95,164.86,munster
6,MORTGAGE,Low,91000,15000, 60 months,moving,Low,11.49,B,10.64,235.27,leinster
10,MORTGAGE,Low,58000,3250, 36 months,debt_consolidation,Low,11.86,B,18.48,107.73,munster
2,RENT,Low,90000,20000, 36 months,debt_consolidation,Low,11.49,B,7.92,659.43,ulster
3,RENT,Low,74100,4500, 36 months,wedding,High,13.61,C,23.6,152.95,Northern-Irl
10,MORTGAGE,Low,80300,25000, 60 months,debt_consolidation,High,17.56,E,11.88,504.36,Northern-Irl
5,OWN,Low,30972,10000, 60 months,debt_consolidation,High,16.32,D,22.28,244.89,cannught
1,RENT,Low,45004,9000, 36 months,debt_consolidation,High,14.35,C,15.87,309.14,munster
6.05,RENT,Low,15000,4000, 60 months,other,Low,11.49,B,0,87.96,cannught
4,RENT,Low,100000,20000, 36 months,major_purchase,Low,11.12,B,7.68,655.92,Northern-Irl
10,MORTGAGE,High,200004,25000, 60 months,debt_consolidation,High,13.98,C,7.75,431.44,ulster
5,OWN,Low,54996,16400, 36 months,debt_consolidation,High,13.98,C,22.39,560.36,ulster
6.05,OWN,Low,14400,1200, 60 months,debt_consolidation,High,13.61,C,24.33,27.68,Northern-Irl
4,MORTGAGE,Low,96000,9500, 60 months,home_improvement,High,17.56,E,19.3,238.97,leinster
10,RENT,Medium,114237,17500, 36 months,debt_consolidation,High,14.72,C,9.3,604.25,ulster
6.05,OWN,Low,60000,8000, 60 months,home_improvement,High,17.56,E,23.16,201.24,munster
6.05,RENT,Low,40515,10000, 60 months,debt_consolidation,High,16.45,E,3.97,245.58,ulster
2,MORTGAGE,Medium,105000,14400, 60 months,debt_consolidation,High,15.95,D,2.22,349.8,Northern-Irl
10,MORTGAGE,Medium,129996,7500, 36 months,major_purchase,Low,11.86,B,21.95,248.61,cannught
0.5,RENT,Low,24000,1500, 36 months,debt_consolidation,Low,11.86,B,14.8,49.73,ulster
4,RENT,Low,39000,4000, 36 months,debt_consolidation,Low,7.88,A,8.65,125.13,Northern-Irl
9,RENT,Low,26400,4000, 60 months,car,High,15.95,D,3.77,97.17,ulster
10,OWN,Low,40560,14500, 60 months,credit_card,High,13.98,C,9.35,337.24,Northern-Irl
1,RENT,Low,57840,12000, 36 months,debt_consolidation,High,15.95,D,7.61,421.59,ulster
10,MORTGAGE,Low,94848,16100, 60 months,debt_consolidation,High,17.93,E,9,408.23,Northern-Irl
5,MORTGAGE,Low,38160,12000, 36 months,credit_card,Low,10.38,B,17.86,389.36,cannught
0.5,RENT,Low,40000,7200, 36 months,debt_consolidation,Low,10.75,B,4.1,234.87,Northern-Irl
3,MORTGAGE,Medium,154000,25000, 60 months,debt_consolidation,High,17.56,E,13.57,628.87,Northern-Irl
10,MORTGAGE,Low,60000,10000, 60 months,debt_consolidation,High,17.19,E,8.96,249.55,ulster
10,MORTGAGE,Medium,180000,14400, 36 months,home_improvement,Low,11.86,B,17.5,477.33,ulster
3,RENT,Low,56000,16000, 60 months,debt_consolidation,High,17.19,E,18.62,399.28,munster
7,MORTGAGE,Low,41000,3000, 60 months,home_improvement,High,16.45,E,5.44,73.68,Northern-Irl
2,MORTGAGE,Medium,110000,5000, 36 months,medical,Low,7.51,A,15.05,155.56,leinster
10,MORTGAGE,Medium,120000,20000, 36 months,credit_card,High,14.84,D,14.46,691.75,Northern-Irl
3,MORTGAGE,Low,47800,15000, 36 months,debt_consolidation,Low,11.86,B,7.26,497.22,cannught
8,OWN,Low,52800,3600, 60 months,other,High,18.67,F,10.59,92.74,munster
6,MORTGAGE,Low,48000,15000, 36 months,small_business,High,13.98,C,6.08,512.52,cannught
2,RENT,Low,64000,6200, 60 months,car,High,15.95,D,22.61,150.61,leinster
10,RENT,Low,20004,3500, 36 months,major_purchase,Low,6.39,A,3.36,107.1,ulster
3,RENT,Medium,106000,3000, 36 months,debt_consolidation,Low,11.12,B,14.57,98.39,Northern-Irl
10,OWN,Low,84000,9875, 36 months,credit_card,Low,7.51,A,6.64,307.22,leinster
10,MORTGAGE,Low,49068,25000, 60 months,home_improvement,Low,13.23,C,12.18,400.25,leinster
3,RENT,Low,42000,2000, 60 months,debt_consolidation,High,16.32,D,24.2,48.98,Northern-Irl
10,MORTGAGE,High,667680,10000, 36 months,credit_card,High,13.98,C,1.55,341.68,munster
10,MORTGAGE,Low,65000,9000, 36 months,small_business,Low,7.88,A,17.19,281.53,leinster
3,RENT,Low,45000,5000, 60 months,other,High,13.61,C,21.81,115.34,munster
0.5,RENT,Low,31000,10000, 36 months,debt_consolidation,Low,7.51,A,24.46,311.11,Northern-Irl
6,RENT,Low,43000,5000, 36 months,credit_card,Low,7.51,A,12.36,155.56,Northern-Irl
4,RENT,Low,30000,3000, 36 months,other,High,16.32,D,3.68,105.95,Northern-Irl
2,RENT,Low,35496,3200, 36 months,major_purchase,Low,7.88,A,3.85,100.1,leinster
4,RENT,Medium,125000,12000, 60 months,debt_consolidation,High,13.98,C,11.36,279.1,munster
10,MORTGAGE,Low,49000,8500, 36 months,debt_consolidation,High,16.32,D,21.28,300.18,leinster
0.5,RENT,Low,55000,17000, 60 months,debt_consolidation,High,15.21,D,9.38,301.75,Northern-Irl
6.05,OWN,Low,70000,11000, 36 months,credit_card,Low,7.14,A,2.14,340.36,cannught
6.05,RENT,Low,28800,7000, 60 months,debt_consolidation,High,15.95,D,19.96,170.05,ulster
3,RENT,Low,39900,6000, 36 months,major_purchase,Low,11.49,B,24.99,197.83,leinster
8,RENT,Low,30000,6000, 60 months,credit_card,High,13.61,C,9.4,138.4,munster
5,MORTGAGE,Low,72000,24000, 60 months,debt_consolidation,High,13.61,C,16.3,553.6,munster
10,MORTGAGE,Medium,102000,10000, 36 months,home_improvement,Low,11.49,B,11.34,329.72,leinster
10,MORTGAGE,Low,96000,3500, 36 months,medical,High,14.84,D,20.4,121.06,Northern-Irl
0.5,RENT,Low,30160,5000, 36 months,debt_consolidation,Low,11.12,B,9.63,163.98,leinster
5,MORTGAGE,Low,70000,7000, 36 months,home_improvement,High,15.95,D,17.71,245.93,leinster
5,RENT,Low,53000,10000, 36 months,credit_card,Low,7.51,A,20.83,311.11,leinster
10,MORTGAGE,Low,85000,8500, 36 months,debt_consolidation,High,15.58,D,22.98,297.08,munster
6,MORTGAGE,Low,50000,8000, 36 months,debt_consolidation,Low,11.12,B,6.72,262.37,ulster
10,MORTGAGE,Low,92256,22000, 60 months,debt_consolidation,High,18.3,F,16.99,562.26,ulster
2,OWN,Medium,107400,25000, 36 months,debt_consolidation,High,15.21,D,19.02,869.21,ulster
8,OWN,Low,58000,3000, 36 months,home_improvement,Low,6.76,A,10.03,92.31,cannught
2,RENT,Low,48000,2600, 36 months,credit_card,Low,11.12,B,14.48,85.27,ulster
10,MORTGAGE,Low,75000,8000, 60 months,renewable_energy,High,15.21,D,17.71,191.21,Northern-Irl
1,RENT,Low,66924,5000, 36 months,major_purchase,Low,11.86,B,4,165.74,munster
10,RENT,Low,72000,2500, 36 months,other,High,14.35,C,14.92,85.87,Northern-Irl
10,MORTGAGE,Low,50000,6000, 60 months,debt_consolidation,Low,11.86,B,22.99,133.05,munster
10,MORTGAGE,Low,54000,15000, 36 months,debt_consolidation,High,14.72,C,24.29,517.93,leinster
10,MORTGAGE,Low,53000,10200, 60 months,credit_card,High,16.45,E,10.05,250.49,Northern-Irl
4,RENT,Low,51400,9000, 36 months,debt_consolidation,High,13.61,C,22.18,305.9,leinster
2,RENT,Low,36000,7200, 60 months,major_purchase,Low,10.38,B,17.97,154.33,Northern-Irl
1,RENT,Low,12000,1000, 36 months,other,High,13.98,C,14.6,34.17,Northern-Irl
3,RENT,Low,68724,6150, 60 months,renewable_energy,High,17.19,E,14.93,153.48,ulster
2,OWN,Low,39000,4400, 36 months,major_purchase,High,14.84,D,9.26,152.19,leinster
10,MORTGAGE,Medium,155000,25000, 36 months,debt_consolidation,Low,10.75,B,7.43,726.63,ulster
2,MORTGAGE,Low,27600,6000, 60 months,debt_consolidation,High,16.82,E,13.87,148.54,cannught
1,RENT,Low,41000,20000, 60 months,debt_consolidation,High,15.95,D,11.36,485.83,ulster
10,RENT,Low,63600,13000, 60 months,small_business,Low,11.12,B,24.53,283.44,leinster
1,OWN,Low,27996,4200, 36 months,debt_consolidation,High,14.72,C,9.52,145.02,Northern-Irl
2,MORTGAGE,Medium,120000,6000, 36 months,car,Low,6.76,A,21.1,184.61,cannught
0.5,RENT,Low,20400,9000, 60 months,major_purchase,Low,7.88,A,4.06,181.98,Northern-Irl
5,RENT,Low,28800,4500, 36 months,major_purchase,Low,7.88,A,15.42,140.77,Northern-Irl
0.5,RENT,Low,20796,3850, 60 months,other,Low,10.75,B,12.12,83.23,Northern-Irl
7,RENT,Low,46800,2400, 36 months,debt_consolidation,Low,11.49,B,6.49,79.14,Northern-Irl
10,MORTGAGE,Low,58000,3000, 36 months,small_business,Low,7.14,A,0.58,92.83,Northern-Irl
10,MORTGAGE,Low,48996,10525, 36 months,debt_consolidation,High,13.61,C,5.9,357.73,ulster
0.5,RENT,Low,60000,12000, 36 months,credit_card,Low,11.86,B,22.46,397.77,leinster
10,MORTGAGE,Low,60000,15000, 36 months,debt_consolidation,Low,7.88,A,16.66,469.22,leinster
0.5,RENT,Low,50000,9600, 60 months,moving,High,17.56,E,7.99,241.49,Northern-Irl
4,RENT,Low,53000,15200, 60 months,debt_consolidation,High,15.58,D,23,366.26,Northern-Irl
10,MORTGAGE,Low,36000,5000, 60 months,debt_consolidation,Low,11.12,B,17.6,109.02,Northern-Irl
10,OWN,Low,48989,2400, 36 months,credit_card,Low,7.14,A,14.75,74.26,munster
10,RENT,Low,35000,3200, 36 months,small_business,High,15.21,D,4.15,111.26,leinster
3,RENT,Low,38112,7200, 60 months,debt_consolidation,High,15.95,D,15.84,174.9,Northern-Irl
0.5,MORTGAGE,Low,52000,1200, 36 months,debt_consolidation,High,13.98,C,7.62,41.01,leinster
3,MORTGAGE,Low,40000,4800, 60 months,car,Low,7.88,A,21.14,97.06,ulster
0.5,RENT,Low,75000,10000, 60 months,debt_consolidation,Low,11.49,B,10.58,219.88,Northern-Irl
6.05,MORTGAGE,Low,33600,4800, 60 months,car,High,15.21,D,20.79,114.73,leinster
10,MORTGAGE,Low,54828,5000, 36 months,debt_consolidation,High,16.82,E,23.97,177.82,leinster
3,MORTGAGE,Low,96000,20000, 36 months,debt_consolidation,Low,7.88,A,6.94,625.63,leinster
1,RENT,Low,35004,4750, 60 months,other,Low,7.88,A,13.78,96.05,Northern-Irl
5,RENT,Low,47500,17500, 36 months,credit_card,High,13.61,C,22.89,594.8,Northern-Irl
4,MORTGAGE,Low,30000,10000, 60 months,credit_card,High,13.98,C,5.32,232.58,Northern-Irl
10,MORTGAGE,Low,69996,3400, 36 months,home_improvement,Low,6.39,A,0.6,104.04,munster
1,MORTGAGE,Low,96000,14400, 60 months,debt_consolidation,High,16.32,D,19.61,352.64,ulster
6.05,MORTGAGE,Medium,145000,10400, 60 months,major_purchase,Low,10.38,B,16.39,222.92,munster
2,MORTGAGE,Low,85000,1200, 60 months,major_purchase,High,15.21,D,17.97,28.69,leinster
2,RENT,Low,42000,6500, 60 months,credit_card,Low,7.88,A,5.83,131.43,leinster
2,RENT,Low,28000,8000, 60 months,debt_consolidation,Low,10.38,B,19.8,171.48,leinster
10,MORTGAGE,Low,35000,6000, 36 months,debt_consolidation,Low,7.88,A,20.16,187.69,leinster
6.05,MORTGAGE,Low,46000,3000, 36 months,home_improvement,Low,7.88,A,2.38,93.85,leinster
10,RENT,Low,51996,4000, 36 months,debt_consolidation,High,13.98,C,17.49,136.68,leinster
3,RENT,Low,60000,25000, 36 months,small_business,High,16.82,E,1.92,673.04,cannught
0.5,RENT,Low,89000,12000, 60 months,moving,Low,10.75,B,8.35,259.42,leinster
6,RENT,Medium,129996,25000, 36 months,debt_consolidation,Low,10.75,B,19.16,598.59,ulster
2,RENT,High,756000,10000, 60 months,debt_consolidation,High,13.61,C,1.17,230.67,leinster
4,RENT,Low,35000,6400, 60 months,debt_consolidation,High,15.21,D,12.75,152.97,Northern-Irl
4,RENT,Low,74872,15000, 36 months,wedding,Low,7.88,A,18.06,469.22,leinster
10,MORTGAGE,Low,82000,12000, 60 months,other,High,17.93,E,2.27,264.97,munster
1,RENT,Low,90000,15000, 60 months,debt_consolidation,High,17.56,E,18.13,321.98,Northern-Irl
0.5,RENT,Low,45000,12000, 60 months,small_business,High,17.19,E,21.07,299.46,Northern-Irl
10,RENT,Low,40581,14500, 36 months,credit_card,Low,13.23,C,23.39,490.18,cannught
10,MORTGAGE,Medium,175000,11500, 36 months,credit_card,Low,7.51,A,20.3,357.78,munster
8,MORTGAGE,Low,39996,1200, 36 months,other,High,15.21,D,2.43,41.73,leinster
2,OWN,Low,32600,11200, 60 months,moving,High,13.61,C,11.26,258.35,ulster
6,RENT,Low,55000,16750, 60 months,debt_consolidation,High,17.93,E,21.64,424.71,Northern-Irl
3,MORTGAGE,Low,100000,8000, 36 months,debt_consolidation,High,13.98,C,18.94,273.35,ulster
1,RENT,Low,27000,5000, 36 months,car,Low,7.88,A,2,156.41,ulster
4,RENT,Medium,166000,10000, 36 months,small_business,Low,7.88,A,10.63,312.82,leinster
0.5,RENT,Low,36000,13000, 36 months,debt_consolidation,High,13.61,C,20.47,441.86,ulster
10,OWN,Low,60000,15000, 60 months,debt_consolidation,High,17.56,E,13,377.33,cannught
4,MORTGAGE,Low,72000,4900, 36 months,other,High,15.95,D,0.67,172.15,ulster
3,MORTGAGE,Low,38000,6200, 60 months,credit_card,High,16.45,E,14.31,152.26,leinster
9,MORTGAGE,Medium,121400,20000, 60 months,debt_consolidation,Low,11.86,B,2.89,443.48,ulster
4,MORTGAGE,Low,96000,3000, 36 months,home_improvement,Low,11.49,B,3.67,98.92,ulster
4,MORTGAGE,Medium,140000,24000, 36 months,credit_card,Low,7.88,A,14.41,750.75,munster
10,RENT,Low,40000,2800, 36 months,debt_consolidation,High,14.35,C,21.63,96.18,ulster
2,MORTGAGE,Medium,125000,25000, 36 months,credit_card,Low,10.75,B,15.7,815.52,leinster
3,MORTGAGE,Low,32000,6250, 36 months,debt_consolidation,Low,11.49,B,7.35,206.08,leinster
9,RENT,Low,43000,22750, 60 months,debt_consolidation,High,15.21,D,16.19,497.13,Northern-Irl
10,OWN,Medium,137000,4500, 60 months,major_purchase,Low,7.88,A,2.68,90.99,leinster
3,RENT,Low,46800,12000, 36 months,debt_consolidation,High,15.21,D,20.04,417.22,Northern-Irl
10,MORTGAGE,Medium,130000,24000, 60 months,home_improvement,Low,11.49,B,1.37,408.97,leinster
10,OWN,Low,52000,8000, 60 months,house,High,13.61,C,11.82,184.54,cannught
10,MORTGAGE,Low,97000,7500, 60 months,home_improvement,Low,10.75,B,5.25,162.14,leinster
4,RENT,Low,43300,3500, 60 months,moving,High,13.61,C,14.97,80.74,Northern-Irl
8,MORTGAGE,Low,40000,4800, 36 months,debt_consolidation,Low,6.39,A,13.65,146.88,Northern-Irl
10,MORTGAGE,Low,32642,8500, 36 months,credit_card,Low,11.49,B,15.11,280.26,ulster
10,MORTGAGE,Low,53000,23000, 36 months,debt_consolidation,High,14.84,D,19.29,795.51,leinster
4,MORTGAGE,High,218000,14000, 60 months,major_purchase,Low,11.86,B,6.74,310.44,cannught
3,RENT,Low,28560,11000, 60 months,car,Low,11.49,B,1.68,241.87,Northern-Irl
6.05,RENT,Low,25200,3000, 36 months,debt_consolidation,High,15.58,D,10.38,104.86,ulster
10,MORTGAGE,Low,44991,5000, 36 months,debt_consolidation,High,14.72,C,4,172.65,munster
8,RENT,Low,76300,5600, 60 months,small_business,Low,13.23,C,13.42,128.08,ulster
0.5,MORTGAGE,Medium,125000,10000, 36 months,wedding,High,14.35,C,2.11,343.48,ulster
6,MORTGAGE,Low,59500,11000, 36 months,home_improvement,Low,7.51,A,9.42,342.22,munster
10,MORTGAGE,Medium,130000,22000, 60 months,debt_consolidation,High,16.32,D,24.43,368.56,ulster
4,RENT,Low,70000,6000, 36 months,debt_consolidation,Low,11.49,B,2.26,197.83,Northern-Irl
6.05,RENT,Low,51600,1500, 36 months,vacation,Low,11.86,B,12.88,49.73,ulster
2,RENT,Low,21000,4000, 36 months,major_purchase,Low,11.86,B,22.69,132.59,ulster
10,RENT,Low,41808,11000, 36 months,debt_consolidation,High,17.19,E,3.53,393.23,ulster
7,RENT,Low,63000,5000, 36 months,debt_consolidation,Low,13.23,C,19.2,169.03,leinster
10,MORTGAGE,Low,75996,9800, 60 months,home_improvement,High,15.21,D,16.45,234.23,cannught
5,MORTGAGE,Low,50000,15000, 60 months,debt_consolidation,High,18.3,F,16.08,314.35,ulster
6,MORTGAGE,Medium,103000,20000, 60 months,debt_consolidation,Low,11.49,B,7.76,439.76,ulster
4,MORTGAGE,Low,65000,10500, 60 months,debt_consolidation,High,17.19,E,21.08,262.03,cannught
10,MORTGAGE,Low,69996,3000, 36 months,other,Low,6.39,A,9.67,91.8,Northern-Irl
4,RENT,Low,19200,1500, 36 months,major_purchase,Low,7.14,A,4.38,46.42,Northern-Irl
0.5,RENT,Low,45000,6000, 36 months,medical,Low,13.23,C,20.78,202.83,Northern-Irl
10,MORTGAGE,Low,97665,19200, 60 months,debt_consolidation,Low,13.23,C,6.36,439.13,cannught
1,RENT,Low,65400,10075, 36 months,credit_card,High,13.98,C,19.62,344.25,ulster
8,MORTGAGE,Low,90000,19000, 60 months,home_improvement,Low,10.75,B,6.19,410.75,Northern-Irl
3,OWN,Low,34000,12250, 60 months,debt_consolidation,High,13.98,C,22.55,234.91,leinster
5,RENT,Low,42000,16000, 60 months,debt_consolidation,Low,11.49,B,17.8,351.81,cannught
6,RENT,Low,54000,6400, 60 months,vacation,High,17.19,E,10.04,159.72,ulster
3,RENT,Low,90000,15000, 36 months,house,Low,11.86,B,3.79,497.22,leinster
10,MORTGAGE,Low,88000,20000, 60 months,debt_consolidation,Low,11.49,B,4.64,439.76,Northern-Irl
7,MORTGAGE,Low,81754,20000, 60 months,debt_consolidation,Low,13.23,C,8.57,457.42,ulster
6,RENT,Medium,110000,20000, 60 months,debt_consolidation,Low,13.23,C,23.98,457.42,Northern-Irl
6,RENT,Low,24996,8000, 36 months,other,Low,7.51,A,22.23,248.89,Northern-Irl
1,RENT,Low,53500,4200, 36 months,debt_consolidation,High,13.98,C,18.03,143.51,Northern-Irl
6,MORTGAGE,Low,73000,5000, 60 months,debt_consolidation,High,13.98,C,14.01,116.29,Northern-Irl
5,RENT,Low,44500,6000, 36 months,small_business,Low,7.88,A,10.65,187.69,leinster
4,MORTGAGE,Low,75000,10800, 60 months,debt_consolidation,High,17.19,E,14.32,269.52,ulster
5,MORTGAGE,Low,76000,6250, 36 months,debt_consolidation,Low,7.88,A,14.29,195.51,leinster
3,RENT,Low,14400,1000, 36 months,debt_consolidation,High,16.32,D,5.33,35.32,Northern-Irl
3,MORTGAGE,Low,35100,10000, 36 months,debt_consolidation,High,15.95,D,7.28,351.33,munster
4,MORTGAGE,Medium,111148,15000, 36 months,debt_consolidation,High,13.61,C,13.1,509.83,ulster
0.5,RENT,Low,52500,5700, 36 months,medical,Low,11.12,B,14.79,186.94,munster
10,MORTGAGE,Low,31000,9000, 36 months,debt_consolidation,High,14.84,D,9.52,311.29,ulster
1,RENT,Low,52600,15000, 60 months,major_purchase,Low,11.86,B,7.35,332.61,cannught
1,OWN,Medium,159996,10000, 36 months,major_purchase,Low,11.86,B,11.15,331.48,leinster
7,MORTGAGE,Low,74760,7000, 60 months,car,Low,11.12,B,7.99,152.62,cannught
10,MORTGAGE,Low,95000,25000, 36 months,small_business,Low,11.12,B,6.4,819.89,ulster
10,MORTGAGE,Medium,110000,8000, 36 months,home_improvement,High,14.35,C,14.28,274.79,cannught
4,OWN,Low,85000,9600, 36 months,debt_consolidation,High,13.61,C,9.11,326.29,Northern-Irl
0.5,RENT,Low,65000,9975, 36 months,other,Low,7.51,A,14.55,310.34,Northern-Irl
10,RENT,Low,48000,12500, 36 months,debt_consolidation,High,15.95,D,9.75,439.16,ulster
4,MORTGAGE,Low,86004,17000, 60 months,debt_consolidation,High,15.58,D,5.89,409.63,Northern-Irl
5,RENT,Low,57600,6000, 60 months,car,Low,10.75,B,21.98,129.71,cannught
3,MORTGAGE,Medium,140000,5000, 36 months,debt_consolidation,Low,10.38,B,15.99,162.23,Northern-Irl
4,MORTGAGE,Low,86000,25000, 60 months,debt_consolidation,Low,11.86,B,16.51,554.35,ulster
4,RENT,Low,19968,5000, 36 months,other,High,14.35,C,10.94,171.74,cannught
2,MORTGAGE,Low,36000,7800, 60 months,debt_consolidation,Low,10.75,B,10.23,168.63,leinster
2,MORTGAGE,Low,30000,7000, 60 months,debt_consolidation,High,13.98,C,13.72,162.81,Northern-Irl
1,RENT,Low,18996,1500, 36 months,other,High,16.32,D,24.57,52.98,leinster
5,RENT,Low,60000,16000, 60 months,debt_consolidation,High,16.45,E,16.6,392.93,leinster
4,MORTGAGE,Low,42400,4800, 60 months,debt_consolidation,Low,10.75,B,22.53,103.77,cannught
10,MORTGAGE,Low,30000,10000, 60 months,debt_consolidation,Low,11.86,B,24.6,221.74,leinster
2,MORTGAGE,Medium,120000,24000, 60 months,debt_consolidation,Low,11.49,B,10.15,527.71,leinster
10,MORTGAGE,High,240000,5000, 36 months,wedding,Low,7.88,A,7.32,156.41,ulster
5,RENT,Low,18996,2000, 36 months,other,Low,7.88,A,21.29,62.57,Northern-Irl
10,MORTGAGE,Medium,116480,5000, 60 months,medical,Low,10.75,B,12.45,108.09,Northern-Irl
3,RENT,Low,32400,1400, 60 months,medical,Low,11.12,B,15.41,30.53,cannught
9,MORTGAGE,Low,73716,8000, 60 months,debt_consolidation,Low,11.49,B,16.41,175.91,ulster
0.5,MORTGAGE,Low,50000,5400, 36 months,debt_consolidation,Low,7.14,A,15.84,167.09,Northern-Irl
2,RENT,Low,24000,8000, 36 months,other,High,13.61,C,19.3,271.91,Northern-Irl
9,MORTGAGE,Low,50000,20000, 60 months,debt_consolidation,Low,13.23,C,16.87,457.42,cannught
5,MORTGAGE,Low,54500,10000, 60 months,debt_consolidation,High,18.3,F,8.83,255.57,leinster
